"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"1077",20079,"Salina Cruz",92577,1.817,33.824,15.102,0.41,743.62,18.02,43.73,3.35,26.99,4.6,32.33,50.69,4.72,-0.85,"Muy bajo",0,0,6,44,173,260,112,58,46,43,49,169,117,87,87,25,43,172,433,384,388,131,32,22,20,200,"Oaxaca"
"1078",20080,"San Agustin Amatengo",1475,22.5,31.875,14.942,0.381,27.143,0,168.57,0,73.98,19.98,27.28,77.19,6.07,0.73,"Medio",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,20,2,"Oaxaca"
"1079",20081,"San Agustin Atenango",1800,31.238,34.381,29.091,0.397,22.561,0,0,0,71.45,21.56,25.68,73.03,4.81,0.47,"Medio",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,5,0,0,0,0,20,1,"Oaxaca"
"1080",20082,"San Agustin Chayuco",4096,12.077,28.728,13.467,0.364,38.845,0,130.78,0,77.86,25.96,21.49,76.21,7.61,0.6,"Medio",0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,2,1,1,0,1,0,0,1,20,2,"Oaxaca"
"1081",20083,"San Agustin de las Juntas",10151,5.195,30.773,20.67,0.412,892.712,19.6,19.38,0,36.32,6.7,54,64.26,4.56,-0.71,"Muy bajo",0,0,0,16,24,18,10,19,15,9,28,37,35,19,19,3,7,4,50,82,48,15,5,5,20,13,"Oaxaca"
"1082",20084,"San Agustin Etla",4278,4.805,33.454,20.934,0.41,51.016,22.96,22.86,0,29.56,2.57,27.94,45.27,3.41,-1.15,"Muy bajo",0,0,3,7,15,9,7,23,11,11,22,28,17,13,13,5,0,0,10,23,14,2,2,2,20,9,"Oaxaca"
"1083",20085,"San Agustin Loxicha",25684,3.687,19.255,10.398,0.383,67.314,34.99,73.22,0,95.81,65.39,13.04,91.83,10.1,2.62,"Muy alto",0,0,0,0,1,4,0,1,1,2,0,3,1,0,0,0,0,0,6,10,27,0,0,0,20,8,"Oaxaca"
"1084",20086,"San Agustin Tlacotepec",980,3.681,38.957,35.414,0.424,13.047,0,0,0,82.08,32.53,24.12,67.63,0.57,0.99,"Alto",0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,20,1,"Oaxaca"
"1085",20087,"San Agustin Yatareni",4610,4.078,26.599,30.411,0.576,166.446,20.65,0,0,76.02,24.66,60.83,82.41,9.29,-0.03,"Bajo",0,0,1,4,8,10,7,5,4,18,22,18,8,4,4,4,0,4,16,19,14,5,2,6,20,5,"Oaxaca"
"1086",20088,"San Andres Cabecera Nueva",2867,8.701,23.707,12.558,0.375,12.904,0,0,0,88.97,37.11,16.65,83.42,3.93,1.09,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,4,"Oaxaca"
"1087",20089,"San Andres Dinicuiti",2199,4.676,20.863,9.754,0.347,19.043,0,0,0,84.78,29.28,32.93,82.72,4.9,-0.07,"Bajo",0,0,0,0,0,0,0,2,0,0,0,3,3,3,3,2,0,0,0,4,2,0,0,0,20,2,"Oaxaca"
"1088",20090,"San Andres Huaxpaltepec",6381,12.219,27.416,17.607,0.405,92.192,64.43,16.01,0,76.15,24.98,25.13,76.36,3.43,0.43,"Medio",0,0,0,0,0,1,0,0,4,0,0,2,4,1,1,0,0,0,1,10,2,0,0,0,20,6,"Oaxaca"
"1089",20091,"San Andres Huayapam",5655,4.379,33.263,27.886,0.438,447.541,0,0,0,26.96,3.05,33.94,53.06,4.17,-1.14,"Muy bajo",0,0,3,5,19,28,6,25,20,12,30,40,18,18,18,23,8,8,35,51,19,12,5,9,20,7,"Oaxaca"
"1090",20092,"San Andres Ixtlahuaca",1666,20.833,30.044,26.06,0.423,53.542,0,0,0,54.23,12.72,47.31,58.48,5.45,0.14,"Medio",0,0,1,2,9,4,1,3,1,0,1,5,0,0,0,0,0,0,0,8,3,0,0,0,20,1,"Oaxaca"
"1091",20093,"San Andres Lagunas",505,2.395,34.731,24.845,0.371,5.139,0,0,0,85.06,24.19,18.73,62.16,12.5,0.92,"Medio",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1092",20094,"San Andres Nuxi̱o",1814,2.111,23.033,4.442,0.329,21.971,0,0,0,95.55,30,13.36,69.55,1.49,1.08,"Alto",0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,20,2,"Oaxaca"
"1093",20095,"San Andres Paxtlan",4502,1.795,13.939,28.102,0.343,58.615,0,73.15,0,94.31,47.62,21.82,83.96,6.57,2.28,"Muy alto",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,20,1,"Oaxaca"
"1094",20096,"San Andres Sinaxtla",778,5,30.5,5.866,0.399,21.945,0,0,0,50.72,6.93,25.37,64.56,3.85,-0.6,"Bajo",0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,1,0,1,0,0,0,20,1,"Oaxaca"
"1095",20097,"San Andres Solaga",1779,20.935,21.951,22.92,0.364,46.276,0,0,0,75.88,19.39,29.66,72.16,7.23,0.66,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,20,2,"Oaxaca"
"1096",20098,"San Andres Teotilalpam",4590,2.342,27.32,17.695,0.368,31.402,21.78,0,0,90.71,44.25,22.4,86.12,2.31,1.45,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,"Oaxaca"
"1097",20099,"San Andres Tepetlapa",525,28.926,32.231,18.008,0.37,4.977,421.14,420.08,0,96.73,50.36,14.71,85.29,7.14,1.38,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1098",20100,"San Andres Yaa",462,27.429,29.714,21.09,0.358,11.848,0,0,0,78.25,17.56,15.35,52.17,8.11,1.29,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1099",20101,"San Andres Zabache",735,21.429,29.592,17.727,0.379,20.941,0,0,0,86.01,41.78,30.79,85.15,4.9,1.28,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1100",20102,"San Andres Zautla",4838,5.776,28.249,17.419,0.408,245.438,0,20.52,0,44.19,9.38,29.64,66.1,4.68,-0.05,"Bajo",0,0,0,3,3,4,1,4,2,4,9,23,15,9,9,2,1,2,2,14,3,3,3,0,20,7,"Oaxaca"
"1101",20103,"San Antonino Castillo Velasco",6330,1.682,26.197,36.645,0.41,182.816,0,15.86,0,71.77,24.06,52.94,84.41,8.3,0.79,"Medio",0,0,1,31,15,5,1,5,0,1,11,13,13,11,11,2,0,1,4,11,5,3,0,0,20,23,"Oaxaca"
"1102",20104,"San Antonino el Alto",2788,10.945,25.487,8.48,0.347,41.571,0,0,0,89.55,30.69,13.57,70.2,4.99,1.2,"Alto",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,20,2,"Oaxaca"
"1103",20105,"San Antonino Monte Verde",7456,10.598,26.61,7.036,0.374,42.985,0,0,0,93.27,36.1,17.71,88.06,1.79,0.48,"Medio",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,20,1,"Oaxaca"
"1104",20106,"San Antonio Acutla",269,1.25,25,7.631,0.313,12.2,0,0,0,55.59,2.93,10.98,54.88,2.94,0.47,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,6,"Oaxaca"
"1105",20107,"San Antonio de la Cal",25602,3.353,34.099,24.234,0.412,2574.143,7.31,18.06,0,49.9,13.26,56.35,69.41,5.21,-0.62,"Bajo",0,1,10,56,84,72,46,37,45,43,65,91,69,47,47,12,7,7,87,164,72,38,10,6,20,38,"Oaxaca"
"1106",20108,"San Antonio Huitepec",4563,6.89,42.644,12.983,0.414,14.751,0,0,0,88.05,30.94,21.36,57.45,2.8,0.84,"Medio",0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,2,0,0,0,20,2,"Oaxaca"
"1107",20109,"San Antonio Nanahuatipam",1279,7.121,30.341,5.297,0.412,9.657,0,0,0,57.7,13.3,5.91,73.32,2.31,-0.3,"Bajo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,20,1,"Oaxaca"
"1108",20110,"San Antonio Sinicahua",1631,5.97,37.065,17.992,0.376,34.406,0,0,0,96.27,53.32,45.2,82.23,4.05,2.42,"Muy alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1109",20111,"San Antonio Tepetlapa",4460,7.864,29.118,15.783,0.376,74.889,0,0,0,93.56,50.97,15.82,83.5,6.22,1.33,"Alto",0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,1,1,1,0,0,0,20,2,"Oaxaca"
"1110",20112,"San Baltazar Chichicapam",2610,3.357,23.981,12.109,0.419,25.558,0,0,0,85.73,33.34,42.63,68.37,2.89,0.42,"Medio",0,0,0,0,9,5,0,0,4,5,0,1,2,2,2,1,0,0,0,2,2,0,0,0,20,6,"Oaxaca"
"1111",20113,"San Baltazar Loxicha",3072,6.049,16.216,11.582,0.345,53.996,0,0,0,86.47,24.88,15.53,88.33,5.33,0.64,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,20,4,"Oaxaca"
"1112",20114,"San Baltazar Yatzachi el Bajo",678,24.658,31.963,22.465,0.398,13.903,0,0,0,73.05,15.54,19.91,59.43,5.13,0.24,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,20,1,"Oaxaca"
"1113",20115,"San Bartolo Coyotepec",10186,3.224,37.224,11.895,0.465,226.383,0,31.85,1.45,37.26,7.79,42.17,63.71,2.91,-0.81,"Muy bajo",0,0,2,26,29,34,18,16,31,16,39,54,18,28,28,14,7,8,48,58,30,17,7,15,20,19,"Oaxaca"
"1114",20116,"San Bartolome Ayautla",4660,3.51,25.473,15.561,0.393,34.817,47.18,70.49,0,97.18,68.6,20.93,87.72,4.61,2.02,"Muy alto",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,20,1,"Oaxaca"
"1115",20117,"San Bartolome Loxicha",2423,3.425,24.315,7.617,0.359,11.564,167.18,41.63,0,80.69,27.41,4.18,72.55,8.17,1.4,"Alto",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20,1,"Oaxaca"
"1116",20118,"San Bartolome Quialana",2541,42.097,30.806,25.767,0.367,48.01,0,0,0,74.69,24.15,53.37,71.23,4.71,0.44,"Medio",0,0,0,0,1,0,6,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,20,1,"Oaxaca"
"1117",20119,"San Bartolome Yucua̱e",391,2.206,45.588,29.016,0.432,11.296,0,0,0,84.7,39,19.69,70.32,7.79,0.83,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1118",20120,"San Bartolome Zoogocho",316,22.5,38.333,17.964,0.378,19.556,0,0,0,85.2,30.34,35.09,67.72,4.23,0.16,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1119",20121,"San Bartolo Soyaltepec",674,4.186,27.907,20.183,0.393,8.494,0,0,0,58.49,8.7,24.53,63.28,1.43,0.08,"Bajo",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,20,1,"Oaxaca"
"1120",20122,"San Bartolo Yautepec",678,2.513,18.593,3.459,0.331,3.323,0,0,0,85.8,13.22,19.26,77.97,0,0.01,"Bajo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,20,1,"Oaxaca"
"1121",20123,"San Bernardo Mixtepec",2790,23.32,24.417,15.177,0.373,41.837,0,0,0,81.78,25.81,20.02,85.64,3.25,0.51,"Medio",0,0,0,0,1,0,2,1,0,0,0,1,1,0,0,0,1,0,2,0,2,1,0,0,20,3,"Oaxaca"
"1122",20124,"San Blas Atempa",18929,0.575,25.05,17.663,0.408,133.081,34.05,22.6,0,66.87,22.91,32.83,82.17,8.91,1.4,"Alto",0,0,2,2,4,13,7,4,2,4,4,12,8,1,1,4,2,13,16,37,31,4,0,0,20,19,"Oaxaca"
"1123",20125,"San Carlos Yautepec",12562,4.244,17.717,9.768,0.388,4.68,22.82,30.25,0,91.98,35.99,23.59,85.47,5.43,1.41,"Alto",0,0,0,0,0,0,1,2,0,1,1,6,5,3,3,0,0,0,2,8,0,0,0,1,20,1,"Oaxaca"
"1124",20126,"San Cristobal Amatlan",5419,3.698,25.08,15.948,0.37,55.652,17.4,17.27,0,93.15,32.61,10.62,53.54,3.35,2.17,"Muy alto",0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,3,0,0,1,0,20,1,"Oaxaca"
"1125",20127,"San Cristobal Amoltepec",1147,2.694,31.987,2.291,0.357,39.248,0,0,0,95.72,39.53,22.6,79.81,2.04,1.96,"Muy alto",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1126",20128,"San Cristobal Lachirioag",1300,16.166,26.559,23.134,0.358,55.363,0,0,0,69.6,8.83,37.68,73.54,1.54,-0.16,"Bajo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,3,"Oaxaca"
"1127",20129,"San Cristobal Suchixtlahuaca",375,4.167,29.167,11.944,0.332,7.973,0,0,0,64.06,6.34,4.89,75,3.28,-0.72,"Muy bajo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,20,1,"Oaxaca"
"1128",20130,"San Dionisio del Mar",5370,5.436,16.443,10.65,0.393,21.829,0,0,0,83.15,30.53,29.94,84.02,1.8,0.87,"Medio",0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,4,0,0,1,2,0,20,2,"Oaxaca"
"1129",20131,"San Dionisio Ocotepec",11119,16.549,15.728,19.402,0.392,50.531,8.54,25.43,0,93.52,45.66,48.93,89.95,5.84,1,"Alto",0,0,0,0,3,2,0,2,3,7,3,9,1,1,1,0,0,1,2,3,1,2,1,0,20,9,"Oaxaca"
"1130",20132,"San Dionisio Ocotlan",1200,2.909,31.636,19.963,0.401,67.614,0,0,0,50.91,13.39,28.31,50.92,13.04,0.1,"Bajo",0,0,0,3,3,6,2,1,4,0,5,5,2,0,0,0,0,3,6,3,2,1,0,0,20,1,"Oaxaca"
"1131",20133,"San Esteban Atatlahuca",3894,2.882,23.151,6.618,0.381,64.239,0,0,0,93.06,39.71,8.73,75.12,1.43,2.09,"Muy alto",0,0,0,0,0,1,0,2,1,1,2,4,2,1,1,0,0,0,1,1,1,1,0,0,20,1,"Oaxaca"
"1132",20134,"San Felipe Jalapa de Diaz",29048,2.992,23.66,13.124,0.457,184.609,45.98,73.77,1.03,96.83,71.34,38.3,91.45,13.68,1.85,"Muy alto",0,0,0,2,13,2,1,0,0,2,1,2,4,1,1,1,2,1,7,15,1,0,0,3,20,9,"Oaxaca"
"1133",20135,"San Felipe Tejalapam",8185,9.263,22.21,20.389,0.358,107.454,12.49,0,0,76.7,29.77,49.68,84.21,4.52,0.32,"Medio",0,0,0,5,17,10,4,7,3,0,7,18,18,7,7,9,1,0,4,17,11,1,1,0,20,6,"Oaxaca"
"1134",20136,"San Felipe Usila",12029,3.76,17.817,10.893,0.439,47.776,0,0,0,91.72,46.03,35.82,86.09,2.7,1.16,"Alto",0,0,0,1,2,0,1,0,0,1,2,1,2,1,1,0,0,0,0,2,0,0,0,0,20,6,"Oaxaca"
"1135",20137,"San Francisco Cahuacua",3509,4.693,26.354,10.595,0.37,20.332,0,27.63,0,93.53,48.24,13.88,71.66,5.77,1.51,"Alto",0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,20,1,"Oaxaca"
"1136",20138,"San Francisco Cajonos",446,21.818,30.303,18.636,0.387,17.672,0,0,0,76.38,16.6,18.41,68.41,10.87,0.14,"Medio",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1137",20139,"San Francisco Chapulapa",2140,2.286,34.095,6.308,0.36,114.681,0,44.68,0,96.19,48.78,10.66,89.67,3.95,1.32,"Alto",0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1138",20140,"San Francisco Chindua",841,0,0,15.04,0.377,28.928,0,0,0,84.33,28.68,21.7,83.17,3.88,0.54,"Medio",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,20,2,"Oaxaca"
"1139",20141,"San Francisco del Mar",8091,3.551,27.87,19.935,0.401,21.742,26.45,26.33,0,70.85,19.68,24.24,84.99,5.26,0.8,"Medio",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,20,5,"Oaxaca"
"1140",20142,"San Francisco Huehuetlan",1110,2.222,40.635,12.815,0.385,54.997,0,0,0,96.27,43.62,11.2,72.94,5.93,1.56,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1141",20143,"San Francisco Ixhuatan",9296,4.167,25.841,7.684,0.409,23.246,55.66,55.58,0,65.75,16.82,14.29,74.4,3.56,-0.17,"Bajo",0,0,1,0,2,2,0,0,0,2,3,8,2,3,3,2,0,1,4,15,2,1,0,0,20,13,"Oaxaca"
"1142",20144,"San Francisco Jaltepetongo",1024,4.777,18.153,11.697,0.372,15.045,0,0,0,88.63,25.72,19.51,71.27,1.72,0.67,"Medio",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1143",20145,"San Francisco Lachigolo",4546,7.326,27.93,27.919,0.457,163.48,0,20.32,0,49.19,9.5,36.57,61.27,5.27,-0.6,"Bajo",0,0,0,4,4,3,3,7,10,3,6,17,5,6,6,2,0,3,18,29,19,9,0,2,20,6,"Oaxaca"
"1144",20146,"San Francisco Logueche",3026,8.729,26.799,6.243,0.34,36.617,33.41,33.06,0,93.83,41.45,7.26,88.57,3.26,1.87,"Muy alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,20,2,"Oaxaca"
"1145",20147,"San Francisco Nuxa̱o",387,0,0,19.891,0.335,17.335,0,0,0,84.81,13.55,9.26,77.25,6.56,0.41,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,1,"Oaxaca"
"1146",20148,"San Francisco Ozolotepec",1973,9.217,26.728,15.722,0.358,8.681,0,0,0,90.21,33.12,20.26,71.16,2.24,1.36,"Alto",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,20,1,"Oaxaca"
"1147",20149,"San Francisco Sola",1773,10.689,30.166,6.759,0.362,28.258,0,0,0,74.4,31.91,40.27,87.47,13.32,0.97,"Alto",0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,4,0,1,0,1,20,2,"Oaxaca"
"1148",20150,"San Francisco Telixtlahuaca",13482,2.907,29.296,17.279,0.413,175.171,0,0,1.06,63.07,14.66,37.35,72.26,4.01,-0.43,"Bajo",0,0,0,7,13,19,25,17,15,11,11,24,15,8,8,2,3,1,11,33,21,7,7,3,20,18,"Oaxaca"
"1149",20151,"San Francisco Teopan",345,1.053,16.842,13.313,0.373,6.793,0,0,0,99.25,44.13,5.57,79.02,12.2,0.57,"Medio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1150",20152,"San Francisco Tlapancingo",2357,25.882,27.765,13.703,0.395,21.529,34.16,0,0,93.4,56.7,9.82,89.04,10.44,1.67,"Alto",0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,20,1,"Oaxaca"
"1151",20153,"San Gabriel Mixtepec",5087,5.791,28.874,7.982,0.401,10.181,73.97,18.32,0,75.47,19.38,11.7,82.95,9.2,0.19,"Medio",0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,11,6,1,0,0,0,20,8,"Oaxaca"
"1152",20154,"San Ildefonso Amatlan",2575,7.621,23.795,16.743,0.384,25.354,0,76.27,0,88.97,30.7,16.84,86.29,5.73,1.07,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,5,0,1,2,0,20,1,"Oaxaca"
"1153",20155,"San Ildefonso Sola",1007,5.882,20.814,10.355,0.365,20.264,0,0,0,87.01,48.71,50.67,89.5,5.8,1.37,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,23,"Oaxaca"
"1154",20156,"San Ildefonso Villa Alta",3537,9.671,22.921,24.608,0.424,26.934,52.94,52.77,0,57.37,13.16,38.91,53.55,4.89,-0.04,"Bajo",0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,4,5,4,1,2,1,20,5,"Oaxaca"
"1155",20157,"San Jacinto Amilpas",18293,2.937,37.113,24.078,0.411,1318.73,0,17.32,0,22.78,3,46.35,56.25,3.25,-1.15,"Muy bajo",0,0,3,30,80,59,27,42,53,45,75,108,70,42,42,18,7,16,95,110,56,19,15,17,20,25,"Oaxaca"
"1156",20158,"San Jacinto Tlacotepec",2260,8.448,25.862,2.303,0.352,9.564,0,42,0,79.45,23.26,5.87,88.81,2.99,0.67,"Medio",0,0,0,0,1,1,3,0,0,1,0,1,0,1,1,0,0,0,0,16,1,0,0,0,20,6,"Oaxaca"
"1157",20159,"San Jeronimo Coatlan",5501,5.163,28.08,8.328,0.357,145.328,17.03,16.89,0,91.4,42.55,15.57,91.35,6.65,1.25,"Alto",0,0,0,0,0,1,0,1,1,1,0,0,0,2,2,0,0,0,0,14,4,1,0,1,20,1,"Oaxaca"
"1158",20160,"San Jeronimo Silacayoapilla",1414,20,20.988,25.449,0.358,46.669,0,0,0,65.84,10.91,21.4,75.48,8.79,-0.06,"Bajo",0,0,0,0,0,1,0,1,0,0,0,4,1,1,1,0,0,0,2,1,0,0,0,0,20,1,"Oaxaca"
"1159",20161,"San Jeronimo Sosola",2688,4.521,27.945,11.839,0.351,19.458,41.55,41.64,0,81.45,19.97,26.37,77.81,3.56,0.46,"Medio",0,0,0,0,4,1,1,1,1,0,1,3,0,0,0,0,0,0,1,1,3,0,0,1,20,1,"Oaxaca"
"1160",20162,"San Jeronimo Taviche",2002,4.357,20.044,8.325,0.306,9.603,0,0,0,92.02,45.46,25.36,91.43,6.9,1.32,"Alto",0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,2,1,0,0,0,20,1,"Oaxaca"
"1161",20163,"San Jeronimo Tecoatl",1669,0.214,35.546,15.094,0.433,88.298,0,0,0,87.44,47.06,22.28,79.41,7.88,1.4,"Alto",0,0,0,1,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1162",20164,"San Jorge Nuchita",2937,22.697,32.443,32.864,0.416,42.606,29.02,0,0,88.29,41.67,30.65,81.69,6.05,0.46,"Medio",0,0,0,4,0,1,0,0,0,0,1,2,7,0,0,0,1,0,0,4,1,2,0,0,20,1,"Oaxaca"
"1163",20165,"San Jose Ayuquila",1594,15.075,30.653,9.458,0.349,45.605,0,0,0,80.52,21.68,11.99,64.29,4.95,0.37,"Medio",0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,1,0,0,0,20,1,"Oaxaca"
"1164",20166,"San Jose Chiltepec",12573,6.28,26.065,14.44,0.409,55.406,8.44,8.39,0,58.11,18.08,42.91,72.35,3.28,-0.07,"Bajo",0,0,1,2,25,6,1,3,1,4,3,4,5,3,3,1,1,1,3,9,3,3,1,0,20,5,"Oaxaca"
"1165",20167,"San Jose del Pe̱asco",2205,5.347,17.624,10.221,0.344,28.551,43.54,43.27,0,76.7,19.43,18.53,85.65,5.71,1.67,"Alto",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,0,20,1,"Oaxaca"
"1166",20168,"San Jose Estancia Grande",1092,15,39.286,19.83,0.38,9.077,99.17,98.81,0,61.52,17.78,25.2,81.94,13.54,0.8,"Medio",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,1,"Oaxaca"
"1167",20169,"San Jose Independencia",3825,0.68,26.239,15.749,0.389,72.431,27.19,0,0,91.33,55.95,25.09,84.54,6.69,3.19,"Muy alto",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,"Oaxaca"
"1168",20170,"San Jose Lachiguiri",3620,8.598,36.867,5.906,0.391,27.885,0,0,0,96.41,53.69,9.24,77.21,3.93,2.79,"Muy alto",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,2,"Oaxaca"
"1169",20171,"San Jose Tenango",18952,1.673,27.086,25.153,0.411,125.56,53.91,26.87,0,96.56,73.55,21.03,81.63,10.22,3.99,"Muy alto",0,0,1,1,3,1,0,0,0,1,0,3,2,0,0,0,0,0,0,8,1,0,0,0,20,5,"Oaxaca"
"1170",20172,"San Juan Achiutla",417,3.401,31.293,24.468,0.415,8.199,0,0,0,75.54,15.52,14.85,61.39,2.7,-0.2,"Bajo",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,1,"Oaxaca"
"1171",20173,"San Juan Atepec",1540,3.975,30.753,7.798,0.389,16.551,0,61.93,0,83.49,15.14,6.25,79.31,6.7,0.23,"Medio",0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,4,4,10,4,0,0,20,1,"Oaxaca"
"1172",20174,"Animas Trujano",4207,3.612,30.703,21.088,0.508,357.68,0,0,0,39.85,7.13,35.55,51.53,3.02,-0.96,"Muy bajo",0,1,0,4,12,12,7,17,9,14,14,13,10,10,10,8,2,7,17,21,14,11,2,2,20,8,"Oaxaca"
"1173",20175,"San Juan Bautista Atatlahuca",1652,14.074,28.642,8.907,0.34,7.247,51.11,0,0,90.46,28.07,10.08,85.31,4.15,0.3,"Medio",0,0,1,0,1,0,2,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,20,1,"Oaxaca"
